,return,VaR_RM,VaR_GN,VaR_HS,VaR_EVT
115,0.4367026225227555,0.0,0.0,0.0,0.0
116,0.035233783037291744,0.0,0.0,0.0,0.0
117,-1.1195730392868697,0.0,0.0,0.0,0.0
118,1.2236793805930901,0.0,0.0,0.0,0.0
119,-0.09830773137640136,0.0,0.0,0.0,0.0
120,1.9187334218339736,0.0,0.0,0.0,0.0
121,0.12566678854861735,0.0,0.0,0.0,0.0
122,-0.208856423913506,0.0,0.0,0.0,0.0
123,-0.5785113264584751,0.0,0.0,0.0,0.0
124,0.12542828136536954,0.0,0.0,0.0,0.0
125,0.175628287508367,0.0,0.0,0.0,0.0
126,-1.73146769204795,0.0,0.0,0.0,0.0
127,1.473668926577787,0.0,0.0,0.0,0.0
128,0.5340081759828585,0.0,0.0,0.0,0.0
129,0.3454334251078883,0.0,0.0,0.0,0.0
130,-0.12350855955736151,0.0,0.0,0.0,0.0
131,-0.7020390376085928,0.0,0.0,0.0,0.0
132,-0.09937066071099565,0.0,0.0,0.0,0.0
133,-1.0183719632697041,0.0,0.0,0.0,0.0
134,0.17685680729320197,0.0,0.0,0.0,0.0
135,-3.005756417527916,0.0,0.0,0.0,0.0
136,0.5296972271417566,0.0,0.0,0.0,0.0
137,0.7542994250581359,0.0,0.0,0.0,0.0
138,-0.5417638924514634,0.0,0.0,0.0,0.0
139,-0.26053030849926273,0.0,0.0,0.0,0.0
140,0.07599650500669242,0.0,0.0,0.0,0.0
141,-0.9111639726762988,0.0,0.0,0.0,0.0
142,-0.028892758048293388,0.0,0.0,0.0,0.0
143,0.20714133814241364,0.0,0.0,0.0,0.0
144,-2.1699905154145327,0.0,0.0,0.0,0.0
145,-3.8662832259101165,0.0,0.0,0.0,0.0
146,-0.02952768003945394,0.0,0.0,0.0,0.0
147,0.9105434353696928,0.0,0.0,0.0,0.0
148,1.2603554610890022,0.0,0.0,0.0,0.0
149,0.4508498111902348,0.0,0.0,0.0,0.0
150,1.2872732111267382,0.0,0.0,0.0,0.0
151,-0.7107662183839736,0.0,0.0,0.0,0.0
152,-0.26509648926094087,0.0,0.0,0.0,0.0
153,-1.6195340233935873,0.0,0.0,0.0,0.0
154,-0.9860636688058477,0.0,0.0,0.0,0.0
155,-0.7324464685633636,0.0,0.0,0.0,0.0
156,1.5052311048238565,0.0,0.0,0.0,0.0
157,-0.5074680524616682,0.0,0.0,0.0,0.0
158,2.877038496278672,0.0,0.0,0.0,0.0
159,-0.11757170099553349,0.0,0.0,0.0,0.0
160,-1.3790062843566098,0.0,0.0,0.0,0.0
161,-0.38180037544321976,0.0,0.0,0.0,0.0
162,0.0290225725581017,0.0,0.0,0.0,0.0
163,-0.4410375144190404,0.0,0.0,0.0,0.0
164,-1.0920738660265883,0.0,0.0,0.0,0.0
165,-1.9789266523505766,0.0,0.0,0.0,0.0
166,-0.33196892322502336,0.0,0.0,0.0,0.0
167,1.8275835374461202,0.0,0.0,0.0,0.0
168,-0.6838266794573222,0.0,0.0,0.0,0.0
169,-0.04763147577913074,0.0,0.0,0.0,0.0
170,-1.0645176512865007,0.0,0.0,0.0,0.0
171,0.5456688220551342,0.0,0.0,0.0,0.0
172,-0.23256002465199543,0.0,0.0,0.0,0.0
173,0.13254330659853153,0.0,0.0,0.0,0.0
174,-1.8108930030515502,0.0,0.0,0.0,0.0
175,0.40773357343466543,0.0,0.0,0.0,0.0
176,2.629125707271651,0.0,0.0,0.0,0.0
177,-2.82124110426345,0.0,0.0,0.0,0.0
178,-0.4059710888230761,0.0,0.0,0.0,0.0
179,-1.656613403536955,0.0,0.0,0.0,0.0
180,0.9097368054288957,0.0,0.0,0.0,0.0
181,-0.956589161808008,0.0,0.0,0.0,0.0
182,-1.1232712344628304,0.0,0.0,0.0,0.0
183,-0.2591987207309465,0.0,0.0,0.0,0.0
184,-0.6136489716674909,0.0,0.0,0.0,0.0
185,0.15890731046734885,0.0,0.0,0.0,0.0
186,2.9983900847617484,0.0,0.0,0.0,0.0
187,0.7734474497287813,0.0,0.0,0.0,0.0
188,-0.30450737211635825,0.0,0.0,0.0,0.0
189,0.3705838888286017,0.0,0.0,0.0,0.0
190,-2.359907745626977,0.0,0.0,0.0,0.0
191,-0.25091396334522287,0.0,0.0,0.0,0.0
192,-1.9600200858080896,0.0,0.0,0.0,0.0
193,-0.606243551925445,0.0,0.0,0.0,0.0
194,2.2638525240116003,0.0,0.0,0.0,0.0
195,1.6460187049048614,0.0,0.0,0.0,0.0
196,0.7363043565351113,0.0,0.0,0.0,0.0
197,0.33451985855892374,0.0,0.0,0.0,0.0
198,1.5398884529302492,0.0,0.0,0.0,0.0
199,-0.2088367825932913,0.0,0.0,0.0,0.0
200,0.07164454085701877,0.0,0.0,0.0,0.0
201,1.3706740380160731,0.0,0.0,0.0,0.0
202,0.15889239961284218,0.0,0.0,0.0,0.0
203,0.8023259696657625,0.0,0.0,0.0,0.0
204,-0.7342096735070136,0.0,0.0,0.0,0.0
205,-0.2378714370589563,0.0,0.0,0.0,0.0
206,0.8385027119573785,0.0,0.0,0.0,0.0
207,-1.8137537106940549,0.0,0.0,0.0,0.0
208,0.06241155542037191,0.0,0.0,0.0,0.0
209,1.9015311663616252,0.0,0.0,0.0,0.0
210,0.041395875830207984,0.0,0.0,0.0,0.0
211,-2.5138613840678836,0.0,0.0,0.0,0.0
212,-0.1587422658476001,0.0,0.0,0.0,0.0
213,-1.905292645915413,0.0,0.0,0.0,0.0
214,-0.05927530322411556,0.0,0.0,0.0,0.0
215,-0.10377495232498646,0.0,0.0,0.0,0.0
216,-0.7304995990896401,0.0,0.0,0.0,0.0
217,0.10386806144078164,0.0,0.0,0.0,0.0
218,-0.7254450082092134,0.0,0.0,0.0,0.0
219,0.11798648429204306,0.0,0.0,0.0,0.0
220,1.2244735171229593,0.0,0.0,0.0,0.0
221,-3.3286769697607355,0.0,0.0,0.0,0.0
222,2.2646263392064547,0.0,0.0,0.0,0.0
223,-1.1035759213696927,0.0,0.0,0.0,0.0
224,-1.1689790294788338,0.0,0.0,0.0,0.0
225,-0.31439344877099984,0.0,0.0,0.0,0.0
226,0.2930044909210672,0.0,0.0,0.0,0.0
227,-0.12482441487353668,0.0,0.0,0.0,0.0
228,-0.626469996762502,0.0,0.0,0.0,0.0
229,-1.0300048840854004,0.0,0.0,0.0,0.0
230,-1.8922909454027526,0.0,0.0,0.0,0.0
231,-0.8963421462206966,0.0,0.0,0.0,0.0
232,-2.1604588642895273,0.0,0.0,0.0,0.0
233,1.9949659913255147,0.0,0.0,0.0,0.0
234,-0.29731682969718065,0.0,0.0,0.0,0.0
235,-0.10396546847575294,0.0,0.0,0.0,0.0
236,-1.124657254210959,0.0,0.0,0.0,0.0
237,-0.22163622778963443,0.0,0.0,0.0,0.0
238,0.8420299798369335,0.0,0.0,0.0,0.0
239,-0.6677774039308915,0.0,0.0,0.0,0.0
240,-1.0974982271220846,0.0,0.0,0.0,0.0
241,0.17563697115416943,0.0,0.0,0.0,0.0
242,0.1633678067465283,0.0,0.0,0.0,0.0
243,1.1825488860266908,0.0,0.0,0.0,0.0
244,-1.3746303201676469,0.0,0.0,0.0,0.0
245,-0.9698439228801092,0.0,0.0,0.0,0.0
246,0.6931164219442287,0.0,0.0,0.0,0.0
247,2.8478088604999563,0.0,0.0,0.0,0.0
248,2.653473746043833,0.0,0.0,0.0,0.0
249,-0.42518461438119104,0.0,0.0,0.0,0.0
250,-0.0455278958507499,0.0,0.0,0.0,0.0
251,-1.3466026710872825,0.0,0.0,0.0,0.0
252,-1.725001561510453,0.0,0.0,0.0,0.0
253,4.093438091011148,0.0,0.0,0.0,0.0
254,-1.401717672661018,0.0,0.0,0.0,0.0
255,1.3015533573867089,0.0,0.0,0.0,0.0
256,0.9985797551532727,0.0,0.0,0.0,0.0
257,-1.4804286575748726,0.0,0.0,0.0,0.0
258,0.3308252144332613,0.0,0.0,0.0,0.0
259,-1.0757247937134728,0.0,0.0,0.0,0.0
260,1.9419747715430091,0.0,0.0,0.0,0.0
261,0.7688665887745749,0.0,0.0,0.0,0.0
262,0.03136301948183373,0.0,0.0,0.0,0.0
263,-1.6973661888750158,0.0,0.0,0.0,0.0
264,2.3981671050073317,0.0,0.0,0.0,0.0
265,0.08767076720346267,0.0,0.0,0.0,0.0
266,0.10175325290848747,0.0,0.0,0.0,0.0
267,-0.005357329636090924,0.0,0.0,0.0,0.0
268,-0.3016635930595868,0.0,0.0,0.0,0.0
269,0.9309682299678101,0.0,0.0,0.0,0.0
270,-0.4167200194534537,0.0,0.0,0.0,0.0
271,0.01361888878337325,0.0,0.0,0.0,0.0
272,0.2718197699801195,0.0,0.0,0.0,0.0
273,0.7516536348952663,0.0,0.0,0.0,0.0
274,0.9261057321940491,0.0,0.0,0.0,0.0
275,0.24794632265967564,0.0,0.0,0.0,0.0
276,1.240390052988971,0.0,0.0,0.0,0.0
277,0.30405093527559046,0.0,0.0,0.0,0.0
278,0.19596186158983286,0.0,0.0,0.0,0.0
279,-0.9577266943599838,0.0,0.0,0.0,0.0
280,-0.09772171596207357,0.0,0.0,0.0,0.0
281,1.4151805058195244,0.0,0.0,0.0,0.0
282,-0.6397076666877943,0.0,0.0,0.0,0.0
283,-1.4234563162157876,0.0,0.0,0.0,0.0
284,-0.6514163122759875,0.0,0.0,0.0,0.0
285,1.0584368614718898,0.0,0.0,0.0,0.0
286,0.789593993772808,0.0,0.0,0.0,0.0
287,-0.18886738761256794,0.0,0.0,0.0,0.0
288,0.8561688431971248,0.0,0.0,0.0,0.0
289,-2.6642659834887894,0.0,0.0,0.0,0.0
290,-0.7326784233132599,0.0,0.0,0.0,0.0
291,1.2959032544876514,0.0,0.0,0.0,0.0
292,0.2262966913237463,0.0,0.0,0.0,0.0
293,-1.393163948761078,0.0,0.0,0.0,0.0
294,0.05703429404535498,0.0,0.0,0.0,0.0
295,-0.10193592886995617,0.0,0.0,0.0,0.0
296,-1.1103298600613876,0.0,0.0,0.0,0.0
297,0.04510505938215559,0.0,0.0,0.0,0.0
298,-0.1456007756939215,0.0,0.0,0.0,0.0
299,-2.6900237320886866,0.0,0.0,0.0,0.0
300,-1.4424188504375657,0.0,0.0,0.0,0.0
301,0.4707925597552176,0.0,0.0,0.0,0.0
302,1.7285315083875652,0.0,0.0,0.0,0.0
303,0.18712058981913415,0.0,0.0,0.0,0.0
304,-0.9048191982580889,0.0,0.0,0.0,0.0
305,0.8748999539770708,0.0,0.0,0.0,0.0
306,0.13270384032191274,0.0,0.0,0.0,0.0
307,1.8000871909259253,0.0,0.0,0.0,0.0
308,0.3523127194507758,0.0,0.0,0.0,0.0
309,-0.09053924900959132,0.0,0.0,0.0,0.0
310,-0.9395187747370137,0.0,0.0,0.0,0.0
311,1.9451259626364958,0.0,0.0,0.0,0.0
312,-0.0930353412281093,0.0,0.0,0.0,0.0
313,1.1797866525170342,0.0,0.0,0.0,0.0
314,-0.7621843480392521,0.0,0.0,0.0,0.0
315,0.010298441302314387,0.0,0.0,0.0,0.0
316,0.7498084923035719,0.0,0.0,0.0,0.0
317,-0.08795576176359177,0.0,0.0,0.0,0.0
318,-0.34913500602336,0.0,0.0,0.0,0.0
319,1.7424292146325904,0.0,0.0,0.0,0.0
320,0.06739754721438729,0.0,0.0,0.0,0.0
321,0.48789020295831875,0.0,0.0,0.0,0.0
322,-0.0027324850260690425,0.0,0.0,0.0,0.0
323,-0.12499922559348065,0.0,0.0,0.0,0.0
324,-1.6592142072837213,0.0,0.0,0.0,0.0
325,0.06819101300870045,0.0,0.0,0.0,0.0
326,-0.6346045916914456,0.0,0.0,0.0,0.0
327,-0.597106957229343,0.0,0.0,0.0,0.0
328,-0.24737331059103695,0.0,0.0,0.0,0.0
329,-1.2137741723716289,0.0,0.0,0.0,0.0
330,1.3838722564152306,0.0,0.0,0.0,0.0
331,-1.4551620764175155,0.0,0.0,0.0,0.0
332,0.16109720029744423,0.0,0.0,0.0,0.0
333,1.059267907096828,0.0,0.0,0.0,0.0
334,-0.4167425676672387,0.0,0.0,0.0,0.0
335,-0.5287630494635209,0.0,0.0,0.0,0.0
336,-0.7437286204107885,0.0,0.0,0.0,0.0
337,1.1848689819303537,0.0,0.0,0.0,0.0
338,1.1900364456685963,0.0,0.0,0.0,0.0
339,-0.20811417928543463,0.0,0.0,0.0,0.0
340,-0.5227784099036903,0.0,0.0,0.0,0.0
341,0.050656704983875755,0.0,0.0,0.0,0.0
342,-2.771907243078431,0.0,0.0,0.0,0.0
343,0.1456996153832435,0.0,0.0,0.0,0.0
344,-0.10217526867108973,0.0,0.0,0.0,0.0
345,-0.7137168727792798,0.0,0.0,0.0,0.0
346,-0.5107805771097595,0.0,0.0,0.0,0.0
347,1.064208331889649,0.0,0.0,0.0,0.0
348,-0.6991427077892354,0.0,0.0,0.0,0.0
349,1.2642737963909134,0.0,0.0,0.0,0.0
350,-0.995832597250601,0.0,0.0,0.0,0.0
351,0.4737998554928069,0.0,0.0,0.0,0.0
352,0.3981054391108074,0.0,0.0,0.0,0.0
353,-0.6609296577946289,0.0,0.0,0.0,0.0
354,-0.3447354465719421,0.0,0.0,0.0,0.0
355,-1.4054569810937778,0.0,0.0,0.0,0.0
356,-1.639415704096514,0.0,0.0,0.0,0.0
357,-0.09207902892978126,0.0,0.0,0.0,0.0
358,-0.23126835465108186,0.0,0.0,0.0,0.0
359,-0.9559132764914935,0.0,0.0,0.0,0.0
360,1.3384577257705033,0.0,0.0,0.0,0.0
361,0.030506290080989373,0.0,0.0,0.0,0.0
362,0.13839689431174307,0.0,0.0,0.0,0.0
363,-0.08428124043158292,0.0,0.0,0.0,0.0
364,-1.1724652834766758,0.0,0.0,0.0,0.0
365,1.0045888578680717,0.0,0.0,0.0,0.0
366,-2.4015847486329456,0.0,0.0,0.0,0.0
367,-0.29419309744183053,0.0,0.0,0.0,0.0
368,0.504445954509869,0.0,0.0,0.0,0.0
369,0.46357762696613847,0.0,0.0,0.0,0.0
370,0.018483840189364997,0.0,0.0,0.0,0.0
371,-1.7509128957358122,0.0,0.0,0.0,0.0
372,0.6140918377635529,0.0,0.0,0.0,0.0
373,0.36547288725126137,0.0,0.0,0.0,0.0
374,0.7231183064404512,0.0,0.0,0.0,0.0
375,-0.7443736292843894,0.0,0.0,0.0,0.0
376,-1.2638566018179809,0.0,0.0,0.0,0.0
377,0.24193159593846048,0.0,0.0,0.0,0.0
378,-0.4874459186193114,0.0,0.0,0.0,0.0
379,-0.4761450097688247,0.0,0.0,0.0,0.0
380,0.12978379731301004,0.0,0.0,0.0,0.0
381,-0.8894810995166758,0.0,0.0,0.0,0.0
382,-0.2980862992471245,0.0,0.0,0.0,0.0
383,0.9333414335778834,0.0,0.0,0.0,0.0
384,-0.5751759492973463,0.0,0.0,0.0,0.0
385,1.0185814757852185,0.0,0.0,0.0,0.0
386,1.0317948705995228,0.0,0.0,0.0,0.0
387,0.12540186815135357,0.0,0.0,0.0,0.0
388,0.15606876675775538,0.0,0.0,0.0,0.0
389,0.6049255694904332,0.0,0.0,0.0,0.0
390,-0.24352313575981555,0.0,0.0,0.0,0.0
391,-1.520903707891641,0.0,0.0,0.0,0.0
392,0.3013602747998334,0.0,0.0,0.0,0.0
393,-1.1066716723298953,0.0,0.0,0.0,0.0
394,-0.31896853006738723,0.0,0.0,0.0,0.0
395,0.12746365179747698,0.0,0.0,0.0,0.0
396,-0.37585480766200163,0.0,0.0,0.0,0.0
397,0.5354047190344602,0.0,0.0,0.0,0.0
398,-0.4996249134581632,0.0,0.0,0.0,0.0
399,0.25402883222884753,0.0,0.0,0.0,0.0
400,-0.997255466845548,0.0,0.0,0.0,0.0
401,-1.7549943999788375,0.0,0.0,0.0,0.0
402,0.845080500486084,0.0,0.0,0.0,0.0
403,-0.9654521045020736,0.0,0.0,0.0,0.0
404,-0.031662372214569245,0.0,0.0,0.0,0.0
405,-0.2469692899931708,0.0,0.0,0.0,0.0
406,0.5661537879647405,0.0,0.0,0.0,0.0
407,-0.7554883895730669,0.0,0.0,0.0,0.0
408,-0.29245389388528054,0.0,0.0,0.0,0.0
409,0.6962568953244208,0.0,0.0,0.0,0.0
410,3.6295757622924363,0.0,0.0,0.0,0.0
411,0.334580520932537,0.0,0.0,0.0,0.0
412,-0.673915302834871,0.0,0.0,0.0,0.0
413,0.28254539284588986,0.0,0.0,0.0,0.0
414,-0.7635277017613795,0.0,0.0,0.0,0.0
415,0.6361514675659485,0.0,0.0,0.0,0.0
416,-2.1582587176266266,0.0,0.0,0.0,0.0
417,-0.9162366180426318,0.0,0.0,0.0,0.0
418,0.40161183066533823,0.0,0.0,0.0,0.0
419,-2.1011028345242266,0.0,0.0,0.0,0.0
420,0.09147169100449659,0.0,0.0,0.0,0.0
421,0.3203051497043141,0.0,0.0,0.0,0.0
422,-0.19195153691242695,0.0,0.0,0.0,0.0
423,-1.2456448646613438,0.0,0.0,0.0,0.0
424,2.5688428538247265,0.0,0.0,0.0,0.0
425,1.4409933174936995,0.0,0.0,0.0,0.0
426,-0.5648255120731527,0.0,0.0,0.0,0.0
427,1.948243915528458,0.0,0.0,0.0,0.0
428,0.22251761884772847,0.0,0.0,0.0,0.0
429,-0.8086602543538213,0.0,0.0,0.0,0.0
430,0.09810352989862992,0.0,0.0,0.0,0.0
431,-0.2963627698005844,0.0,0.0,0.0,0.0
432,0.005002964853328962,0.0,0.0,0.0,0.0
433,0.32394462194602625,0.0,0.0,0.0,0.0
434,1.230514338668609,0.0,0.0,0.0,0.0
435,-0.15896754279021152,0.0,0.0,0.0,0.0
436,0.20914991219784795,0.0,0.0,0.0,0.0
437,-0.8622665236223348,0.0,0.0,0.0,0.0
438,0.0729475497885268,0.0,0.0,0.0,0.0
439,-0.6833345301867411,0.0,0.0,0.0,0.0
440,-1.6973915539093554,0.0,0.0,0.0,0.0
441,-0.35227829249704357,0.0,0.0,0.0,0.0
442,0.16519103358767495,0.0,0.0,0.0,0.0
443,0.31627433911376457,0.0,0.0,0.0,0.0
444,1.7036298193186639,0.0,0.0,0.0,0.0
445,0.5978024537022009,0.0,0.0,0.0,0.0
446,-0.14270614155567074,0.0,0.0,0.0,0.0
447,-0.3804720484836821,0.0,0.0,0.0,0.0
448,-0.012773851326475238,0.0,0.0,0.0,0.0
449,-1.63848731609475,0.0,0.0,0.0,0.0
450,-0.11795461709365185,0.0,0.0,0.0,0.0
451,0.4921013290871912,0.0,0.0,0.0,0.0
452,-1.5209287833905627,0.0,0.0,0.0,0.0
453,0.3670213619215268,0.0,0.0,0.0,0.0
454,-1.2301080115452834,0.0,0.0,0.0,0.0
455,-0.7695930335350987,0.0,0.0,0.0,0.0
456,0.11196251293927872,0.0,0.0,0.0,0.0
457,-0.4003577215338616,0.0,0.0,0.0,0.0
458,1.0594165993047078,0.0,0.0,0.0,0.0
459,-0.7270548323749182,0.0,0.0,0.0,0.0
460,0.582391681234995,0.0,0.0,0.0,0.0
461,-0.49050149172016333,0.0,0.0,0.0,0.0
462,-1.3121382560127515,0.0,0.0,0.0,0.0
463,-0.8899624102533643,0.0,0.0,0.0,0.0
464,-0.509778699220309,0.0,0.0,0.0,0.0
465,0.8433450388007913,0.0,0.0,0.0,0.0
466,-1.0330345244827122,0.0,0.0,0.0,0.0
467,0.7815212170346975,0.0,0.0,0.0,0.0
468,2.8333960157070237,0.0,0.0,0.0,0.0
469,-0.13149006214474568,0.0,0.0,0.0,0.0
470,1.5912737142880218,0.0,0.0,0.0,0.0
471,1.0606155643430704,0.0,0.0,0.0,0.0
472,-0.4360260212502354,0.0,0.0,0.0,0.0
473,0.3859119675298395,0.0,0.0,0.0,0.0
474,-1.0255381491183435,0.0,0.0,0.0,0.0
475,4.233626648080513,0.0,0.0,0.0,0.0
476,0.450804492639989,0.0,0.0,0.0,0.0
477,0.09817697904761502,0.0,0.0,0.0,0.0
478,-0.010405338826835475,0.0,0.0,0.0,0.0
479,0.2823634303207534,0.0,0.0,0.0,0.0
480,-0.6961700047043884,0.0,0.0,0.0,0.0
481,0.26635064790223595,0.0,0.0,0.0,0.0
482,2.4955419125640255,0.0,0.0,0.0,0.0
483,0.2491009677248357,0.0,0.0,0.0,0.0
484,-0.5981899538185509,0.0,0.0,0.0,0.0
485,1.2324590257110302,0.0,0.0,0.0,0.0
486,1.5936797567890792,0.0,0.0,0.0,0.0
487,0.34596569575073843,0.0,0.0,0.0,0.0
488,0.36700377598739564,0.0,0.0,0.0,0.0
489,-0.40750399375744095,0.0,0.0,0.0,0.0
490,-0.03207797171684845,0.0,0.0,0.0,0.0
491,0.36490514932934204,0.0,0.0,0.0,0.0
492,-1.7965625236287863,0.0,0.0,0.0,0.0
493,3.018756969624281,0.0,0.0,0.0,0.0
494,0.6012841619849496,0.0,0.0,0.0,0.0
495,-0.6982711464567082,0.0,0.0,0.0,0.0
496,-1.0704419286436284,0.0,0.0,0.0,0.0
497,1.3977257866406134,0.0,0.0,0.0,0.0
498,0.48010001607368125,0.0,0.0,0.0,0.0
499,-0.5634727702759967,0.0,0.0,0.0,0.0
500,0.2490052084154648,0.0,0.0,0.0,0.0
501,-0.7921730342666855,0.0,0.0,0.0,0.0
502,-0.491696285820975,0.0,0.0,0.0,0.0
503,2.380589926772192,0.0,0.0,0.0,0.0
504,0.5301063400763084,0.0,0.0,0.0,0.0
505,0.9911812827748889,0.0,0.0,0.0,0.0
506,0.12361845800308302,0.0,0.0,0.0,0.0
