date,801010.SI_excess_return,801020.SI_excess_return,801030.SI_excess_return,801040.SI_excess_return,801050.SI_excess_return,801080.SI_excess_return,801110.SI_excess_return,801120.SI_excess_return,801180.SI_excess_return,801150.SI_excess_return
2020-04-30,0.04315488002650408,0.2903287188112116,0.12042306793449442,0.09202905294668817,2.0883225626891732e-05,0.033571026956524946,0.0779467300708423,0.07095850112427449,0.1750415427345431,0.09652559616929113
2020-05-29,0.05404206584844051,0.28108818168800553,0.14311506734186574,0.08940522950699781,0.001705327531925642,0.03389817521057065,0.06829021623171638,0.06647362586985706,0.1756962393449899,0.08628587142563005
2020-06-30,0.053280869972262335,0.2766810894249252,0.14439327169822924,0.08859033716128917,0.009958577533950685,0.02934157388131875,0.09457691864026319,0.06078124428768106,0.162930806849096,0.07946531055098316
2020-07-31,0.050341246677997775,0.2822964928406799,0.10349804227266768,0.10853150392718747,0.026778474318096934,0.033813126865163134,0.09055544274603156,0.0618791841098667,0.16484161956549714,0.07746486667681107
2020-08-31,0.050831875048374386,0.27999464899012727,0.11162829329738044,0.10906985300968075,0.02453938724458904,0.03311510843691601,0.08839313054564968,0.06461640331539309,0.16559343099949175,0.07221786911239847
2020-09-30,0.04282653499400024,0.2843748434569884,0.11807884936535096,0.10426220120170027,0.021345253241484813,0.0344404862482216,0.0887597907421005,0.06615800724284304,0.16908044794276145,0.07067358556454617
2020-10-30,0.04076436401873129,0.316254535237698,0.12446833558134274,0.09669837861163888,0.025350716767750914,0.031951598745916576,0.06688369624908941,0.06341912510458203,0.16590818782896033,0.06830106185429152
2020-11-30,0.03949008061300824,0.24144215399039481,0.13761409541771719,0.13710780056107574,-0.0111967621687009,0.029799993808986514,0.07382639114429712,0.07262182754801383,0.18754942837179778,0.09174499071341213
2020-12-31,0.04005336248151786,0.2374514680655131,0.14048256593950148,0.14166241417925995,-0.006311853044794945,0.027562987610018963,0.08209903136819308,0.07577370372993886,0.1664583753441944,0.09476794432665947
2021-01-29,0.040080765619764314,0.21195463145433324,0.17221683518457076,0.14481666551567618,-0.0005607498478764827,0.021454823022315994,0.08238256707358149,0.07278847658578469,0.16562081716077803,0.08924516823107209
2021-02-26,0.03883359236208661,0.20043112013220155,0.17364361652228855,0.15334523107530895,-0.006798147884435848,0.040174653790816806,0.10869994984932108,0.08096921938729107,0.11618436060467141,0.09451640416045093
2021-03-31,0.040089191244550626,0.19126417062704304,0.16613824726081838,0.16252643435439706,-0.004056606755791788,0.041554688820729546,0.11191548797358697,0.0867835170348511,0.11457002698000007,0.08921484245981537
2021-04-30,0.04827900099343052,0.1931424221107365,0.17993294030546547,0.13238358135106076,-0.012138309355406968,0.044500739430797576,0.13208869560238945,0.08574271184737203,0.13290380993926143,0.0631644077748944
2021-05-31,0.038444951288362894,0.2036639974575023,0.19152630458662423,0.11977139649192226,-0.005736027037310652,0.04100035790769763,0.11362834428085344,0.09704656480874252,0.1385586188841934,0.062095491331413566
2021-06-30,0.03694907365839156,0.20745564767470714,0.18726141205060176,0.12724695538810482,-0.006648140942374217,0.04071938800639652,0.11807190252697386,0.09309444598237027,0.13153671760115626,0.06431259805367334
2021-07-30,0.03354263968325799,0.2474873124706174,0.15713113184280414,0.07165118249838132,-0.024216809138890155,0.04217720565460109,0.14096477368813054,0.09978121776379179,0.14683263263628965,0.08464871290101494
2021-08-31,0.0397685141409449,0.13458583278894398,0.1520068195485984,0.1031265646685644,-0.01569362282052908,0.052412871997566834,0.18607182815333734,0.11117979517334997,0.1533619173015135,0.08317947904770862
2021-09-30,0.03858573324496617,0.12364037678967832,0.16348975806213972,0.10317475349612892,-0.01739714925170127,0.05810397798506073,0.1903187595471354,0.10228418503712988,0.15315678271558975,0.08464282237387244
2021-10-29,0.04331061612960335,0.09394297150688113,0.22528640285747237,0.08553048282685616,-0.013140559372892602,0.06644096910732689,0.19672743385143177,0.14044778815491,0.11106384144884918,0.050390053489561715
2021-11-30,0.04279419781522453,0.08866957936489084,0.21817997615484463,0.08285911987797678,-0.008266388523533452,0.06608641939895665,0.19553383767220112,0.1385843462236791,0.12278960308946618,0.052769308926290726
2021-12-31,0.03896765689288645,0.09583953272468837,0.2150957821372126,0.0783208651777042,-0.007736181906684847,0.0654829906438108,0.19522345096355176,0.13368469969069396,0.12028005287732735,0.06484115079881114
