,0,1,2,3,4,5,6,7,8,9
0,0.004308085062005717,-0.00031890188297359687,0.00010737172075566548,-0.0006140969758834843,-0.00014024994725844996,-0.00021119787196025846,-0.00033466535724216466,0.0007810104394857338,4.2449074517640186e-05,0.0009678221604837835
1,-0.00031890188297359687,0.0008949162674358354,-4.772732380082477e-05,0.0003422326229300363,0.0002857867735928044,-0.0005158423564502118,0.00010713391172870946,-0.000280431758007597,-6.391855914318358e-06,-0.0006959968947231692
2,0.00010737172075566548,-4.772732380082477e-05,0.0007792273831661994,-5.181268041407862e-05,0.0005623708140025799,0.0008212508863808181,2.953094444915353e-05,7.552303076626691e-05,-4.3504597261400516e-05,0.00040572417781724427
3,-0.0006140969758834843,0.0003422326229300363,-5.181268041407862e-05,0.0020915700106679067,0.00014886119592071118,-0.000279788184880555,-0.00025766881684809645,-0.000778097935090369,-9.429106309849469e-05,-0.0009488257948642572
4,-0.00014024994725844996,0.0002857867735928044,0.0005623708140025799,0.00014886119592071118,0.002687264226560237,0.0009591577556676955,4.803030723460493e-05,-0.0001494409979206905,-0.00010539274936696446,0.00016422600016072103
5,-0.00021119787196025846,-0.0005158423564502118,0.0008212508863808181,-0.000279788184880555,0.0009591577556676955,0.00502553808275037,-6.275472298047967e-06,-0.0005501756137620352,-8.68313743909379e-05,0.0013479116488468276
6,-0.00033466535724216466,0.00010713391172870946,2.953094444915353e-05,-0.00025766881684809645,4.803030723460493e-05,-6.275472298047967e-06,0.001564450572007661,0.0005016625626492437,0.00015344021044251137,-0.00014842960376049518
7,0.0007810104394857338,-0.000280431758007597,7.552303076626691e-05,-0.000778097935090369,-0.0001494409979206905,-0.0005501756137620352,0.0005016625626492437,0.003539987648085448,-0.00033565116351015676,0.0007026399408538413
8,4.2449074517640186e-05,-6.391855914318358e-06,-4.3504597261400516e-05,-9.429106309849469e-05,-0.00010539274936696446,-8.68313743909379e-05,0.00015344021044251137,-0.00033565116351015676,0.001054706255506019,-0.00018335434082166022
9,0.0009678221604837835,-0.0006959968947231692,0.00040572417781724427,-0.0009488257948642572,0.00016422600016072103,0.0013479116488468276,-0.00014842960376049518,0.0007026399408538413,-0.00018335434082166022,0.0033551960926302606
